"Id","dateonly","DayOfWeek","TimeOfDay","MinSleep"
2347167796,"04/27/16","Wednesday","07",5
2347167796,"04/27/16","Wednesday","22",4
2347167796,"04/27/16","Wednesday","23",76
2347167796,"04/28/16","Thursday","00",63
2347167796,"04/28/16","Thursday","01",60
2347167796,"04/28/16","Thursday","02",78
2347167796,"04/28/16","Thursday","03",62
2347167796,"04/28/16","Thursday","04",60
2347167796,"04/28/16","Thursday","05",60
2347167796,"04/28/16","Thursday","06",33
2347167796,"04/28/16","Thursday","22",2
2347167796,"04/28/16","Thursday","23",63
2347167796,"04/29/16","Friday","00",64
2347167796,"04/29/16","Friday","01",70
2347167796,"04/29/16","Friday","02",66
2347167796,"04/29/16","Friday","03",61
2347167796,"04/29/16","Friday","04",77
2347167796,"04/29/16","Friday","05",62
2347167796,"04/29/16","Friday","06",73
3977333714,"04/12/16","Tuesday","00",54
3977333714,"04/12/16","Tuesday","01",75
3977333714,"04/12/16","Tuesday","02",60
3977333714,"04/12/16","Tuesday","03",72
3977333714,"04/12/16","Tuesday","04",80
3977333714,"04/12/16","Tuesday","05",84
3977333714,"04/12/16","Tuesday","06",91
3977333714,"04/12/16","Tuesday","07",105
3977333714,"04/12/16","Tuesday","08",56
3977333714,"04/13/16","Wednesday","00",30
3977333714,"04/13/16","Wednesday","01",81
3977333714,"04/13/16","Wednesday","02",62
3977333714,"04/13/16","Wednesday","03",82
3977333714,"04/13/16","Wednesday","04",60
3977333714,"04/13/16","Wednesday","05",99
3977333714,"04/13/16","Wednesday","06",86
3977333714,"04/13/16","Wednesday","07",31
3977333714,"04/13/16","Wednesday","20",70
3977333714,"04/13/16","Wednesday","21",22
3977333714,"04/14/16","Thursday","01",45
3977333714,"04/14/16","Thursday","02",72
3977333714,"04/14/16","Thursday","03",60
3977333714,"04/14/16","Thursday","04",71
3977333714,"04/14/16","Thursday","05",74
3977333714,"04/14/16","Thursday","06",93
3977333714,"04/14/16","Thursday","07",71
3977333714,"04/14/16","Thursday","08",22
3977333714,"04/15/16","Friday","02",66
3977333714,"04/15/16","Friday","03",81
3977333714,"04/15/16","Friday","04",70
3977333714,"04/15/16","Friday","05",71
3977333714,"04/15/16","Friday","06",60
3977333714,"04/15/16","Friday","07",65
3977333714,"04/15/16","Friday","08",86
3977333714,"04/15/16","Friday","09",77
3977333714,"04/15/16","Friday","10",73
3977333714,"04/15/16","Friday","11",41
3977333714,"04/16/16","Saturday","00",95
3977333714,"04/16/16","Saturday","01",81
3977333714,"04/16/16","Saturday","02",75
3977333714,"04/16/16","Saturday","03",72
3977333714,"04/16/16","Saturday","04",80
3977333714,"04/16/16","Saturday","05",82
3977333714,"04/16/16","Saturday","06",96
3977333714,"04/16/16","Saturday","07",99
3977333714,"04/16/16","Saturday","08",57
3977333714,"04/17/16","Sunday","00",57
3977333714,"04/17/16","Sunday","01",67
3977333714,"04/17/16","Sunday","02",98
3977333714,"04/17/16","Sunday","03",80
3977333714,"04/17/16","Sunday","04",70
3977333714,"04/17/16","Sunday","05",86
3977333714,"04/17/16","Sunday","06",96
3977333714,"04/17/16","Sunday","07",77
3977333714,"04/17/16","Sunday","08",65
3977333714,"04/17/16","Sunday","09",59
3977333714,"04/18/16","Monday","01",81
3977333714,"04/18/16","Monday","02",60
3977333714,"04/18/16","Monday","03",83
3977333714,"04/18/16","Monday","04",81
3977333714,"04/18/16","Monday","05",72
3977333714,"04/18/16","Monday","06",64
3977333714,"04/18/16","Monday","07",77
3977333714,"04/18/16","Monday","08",31
3977333714,"04/18/16","Monday","15",49
3977333714,"04/18/16","Monday","16",37
3977333714,"04/19/16","Tuesday","01",6
3977333714,"04/19/16","Tuesday","02",84
3977333714,"04/19/16","Tuesday","03",89
3977333714,"04/19/16","Tuesday","04",71
3977333714,"04/19/16","Tuesday","05",96
3977333714,"04/19/16","Tuesday","06",96
3977333714,"04/19/16","Tuesday","07",76
3977333714,"04/19/16","Tuesday","08",57
3977333714,"04/20/16","Wednesday","04",8
3977333714,"04/20/16","Wednesday","05",82
3977333714,"04/20/16","Wednesday","06",96
3977333714,"04/20/16","Wednesday","07",86
3977333714,"04/20/16","Wednesday","08",106
3977333714,"04/20/16","Wednesday","12",65
3977333714,"04/20/16","Wednesday","13",22
3977333714,"04/20/16","Wednesday","23",52
3977333714,"04/21/16","Thursday","00",89
3977333714,"04/21/16","Thursday","01",71
3977333714,"04/21/16","Thursday","02",85
3977333714,"04/21/16","Thursday","03",71
3977333714,"04/21/16","Thursday","04",78
3977333714,"04/21/16","Thursday","05",78
3977333714,"04/21/16","Thursday","06",84
3977333714,"04/21/16","Thursday","07",76
3977333714,"04/21/16","Thursday","08",12
3977333714,"04/22/16","Friday","01",24
3977333714,"04/22/16","Friday","02",71
3977333714,"04/22/16","Friday","03",62
3977333714,"04/22/16","Friday","04",63
3977333714,"04/22/16","Friday","05",99
3977333714,"04/22/16","Friday","06",71
3977333714,"04/22/16","Friday","07",82
3977333714,"04/22/16","Friday","08",69
3977333714,"04/22/16","Friday","09",57
3977333714,"04/23/16","Saturday","01",53
3977333714,"04/23/16","Saturday","02",81
3977333714,"04/23/16","Saturday","03",85
3977333714,"04/23/16","Saturday","04",74
3977333714,"04/23/16","Saturday","05",71
3977333714,"04/23/16","Saturday","06",89
3977333714,"04/23/16","Saturday","07",57
3977333714,"04/24/16","Sunday","00",51
3977333714,"04/24/16","Sunday","01",76
3977333714,"04/24/16","Sunday","02",73
3977333714,"04/24/16","Sunday","03",80
3977333714,"04/24/16","Sunday","04",83
3977333714,"04/24/16","Sunday","05",63
3977333714,"04/24/16","Sunday","06",103
3977333714,"04/24/16","Sunday","07",88
3977333714,"04/24/16","Sunday","08",97
3977333714,"04/24/16","Sunday","09",30
3977333714,"04/25/16","Monday","01",75
3977333714,"04/25/16","Monday","02",92
3977333714,"04/25/16","Monday","03",80
3977333714,"04/25/16","Monday","04",82
3977333714,"04/25/16","Monday","05",69
3977333714,"04/25/16","Monday","06",93
3977333714,"04/25/16","Monday","07",88
3977333714,"04/25/16","Monday","08",93
3977333714,"04/25/16","Monday","09",4
3977333714,"04/26/16","Tuesday","03",81
3977333714,"04/26/16","Tuesday","04",62
3977333714,"04/26/16","Tuesday","05",71
3977333714,"04/26/16","Tuesday","06",99
3977333714,"04/26/16","Tuesday","07",76
3977333714,"04/26/16","Tuesday","08",80
3977333714,"04/26/16","Tuesday","09",25
3977333714,"04/27/16","Wednesday","00",40
3977333714,"04/27/16","Wednesday","01",71
3977333714,"04/27/16","Wednesday","02",78
3977333714,"04/27/16","Wednesday","03",83
3977333714,"04/27/16","Wednesday","04",84
3977333714,"04/27/16","Wednesday","05",82
3977333714,"04/27/16","Wednesday","06",71
3977333714,"04/27/16","Wednesday","07",108
3977333714,"04/27/16","Wednesday","08",79
3977333714,"04/27/16","Wednesday","09",40
3977333714,"04/28/16","Thursday","02",28
3977333714,"04/28/16","Thursday","03",96
3977333714,"04/28/16","Thursday","04",102
3977333714,"04/28/16","Thursday","05",78
3977333714,"04/28/16","Thursday","06",64
3977333714,"04/28/16","Thursday","07",84
3977333714,"04/28/16","Thursday","08",63
3977333714,"04/28/16","Thursday","09",77
3977333714,"04/29/16","Friday","00",46
3977333714,"04/29/16","Friday","01",72
3977333714,"04/29/16","Friday","02",71
3977333714,"04/29/16","Friday","03",83
3977333714,"04/29/16","Friday","04",71
3977333714,"04/29/16","Friday","05",96
3977333714,"04/29/16","Friday","06",77
3977333714,"04/29/16","Friday","07",75
3977333714,"04/29/16","Friday","08",32
3977333714,"04/30/16","Saturday","00",74
3977333714,"04/30/16","Saturday","01",60
3977333714,"04/30/16","Saturday","02",99
3977333714,"04/30/16","Saturday","03",79
3977333714,"04/30/16","Saturday","04",71
3977333714,"04/30/16","Saturday","05",77
3977333714,"04/30/16","Saturday","06",68
3977333714,"04/30/16","Saturday","22",42
3977333714,"04/30/16","Saturday","23",78
3977333714,"05/01/16","Sunday","00",71
3977333714,"05/01/16","Sunday","01",80
3977333714,"05/01/16","Sunday","02",71
3977333714,"05/01/16","Sunday","03",103
3977333714,"05/01/16","Sunday","04",84
3977333714,"05/01/16","Sunday","05",70
3977333714,"05/01/16","Sunday","06",109
3977333714,"05/01/16","Sunday","07",77
3977333714,"05/01/16","Sunday","08",85
3977333714,"05/01/16","Sunday","09",8
3977333714,"05/02/16","Monday","00",21
3977333714,"05/02/16","Monday","01",80
3977333714,"05/02/16","Monday","02",71
3977333714,"05/02/16","Monday","03",80
3977333714,"05/02/16","Monday","04",84
3977333714,"05/02/16","Monday","05",87
3977333714,"05/02/16","Monday","06",98
3977333714,"05/02/16","Monday","07",25
3977333714,"05/03/16","Tuesday","00",22
3977333714,"05/03/16","Tuesday","01",79
3977333714,"05/03/16","Tuesday","02",84
3977333714,"05/03/16","Tuesday","03",82
3977333714,"05/03/16","Tuesday","04",86
3977333714,"05/03/16","Tuesday","05",90
3977333714,"05/03/16","Tuesday","06",94
3977333714,"05/03/16","Tuesday","07",77
3977333714,"05/03/16","Tuesday","08",78
3977333714,"05/03/16","Tuesday","09",24
3977333714,"05/04/16","Wednesday","02",38
3977333714,"05/04/16","Wednesday","03",71
3977333714,"05/04/16","Wednesday","04",75
3977333714,"05/04/16","Wednesday","05",83
3977333714,"05/04/16","Wednesday","06",96
3977333714,"05/04/16","Wednesday","07",79
3977333714,"05/04/16","Wednesday","08",20
3977333714,"05/05/16","Thursday","00",20
3977333714,"05/05/16","Thursday","01",63
3977333714,"05/05/16","Thursday","02",60
3977333714,"05/05/16","Thursday","03",81
3977333714,"05/05/16","Thursday","04",82
3977333714,"05/05/16","Thursday","05",80
3977333714,"05/05/16","Thursday","06",103
3977333714,"05/05/16","Thursday","07",64
3977333714,"05/05/16","Thursday","08",91
3977333714,"05/06/16","Friday","00",40
3977333714,"05/06/16","Friday","01",97
3977333714,"05/06/16","Friday","02",82
3977333714,"05/06/16","Friday","03",81
3977333714,"05/06/16","Friday","04",84
3977333714,"05/06/16","Friday","05",72
3977333714,"05/06/16","Friday","06",73
3977333714,"05/06/16","Friday","07",75
3977333714,"05/06/16","Friday","08",78
3977333714,"05/06/16","Friday","09",25
3977333714,"05/07/16","Saturday","01",78
3977333714,"05/07/16","Saturday","02",91
3977333714,"05/07/16","Saturday","03",82
3977333714,"05/07/16","Saturday","04",81
3977333714,"05/07/16","Saturday","05",95
3977333714,"05/07/16","Saturday","06",79
3977333714,"05/07/16","Saturday","07",89
3977333714,"05/07/16","Saturday","08",55
3977333714,"05/08/16","Sunday","02",59
3977333714,"05/08/16","Sunday","03",71
3977333714,"05/08/16","Sunday","04",82
3977333714,"05/08/16","Sunday","05",80
3977333714,"05/08/16","Sunday","06",82
3977333714,"05/08/16","Sunday","07",91
3977333714,"05/08/16","Sunday","08",75
3977333714,"05/08/16","Sunday","14",105
3977333714,"05/08/16","Sunday","15",8
3977333714,"05/10/16","Tuesday","00",33
3977333714,"05/10/16","Tuesday","01",86
3977333714,"05/10/16","Tuesday","02",67
3977333714,"05/10/16","Tuesday","03",63
3977333714,"05/10/16","Tuesday","04",77
3977333714,"05/10/16","Tuesday","05",82
3977333714,"05/10/16","Tuesday","06",71
3977333714,"05/10/16","Tuesday","07",93
3977333714,"05/10/16","Tuesday","08",25
4020332650,"04/11/16","Monday","21",53
4020332650,"04/11/16","Monday","22",64
4020332650,"04/11/16","Monday","23",70
4020332650,"04/12/16","Tuesday","00",63
4020332650,"04/12/16","Tuesday","01",61
4020332650,"04/12/16","Tuesday","02",63
4020332650,"04/12/16","Tuesday","03",61
4020332650,"04/12/16","Tuesday","04",71
4020332650,"04/12/16","Tuesday","05",63
4020332650,"04/12/16","Tuesday","06",19
4020332650,"04/16/16","Saturday","01",29
4020332650,"04/16/16","Saturday","02",48
4020332650,"05/02/16","Monday","23",59
4020332650,"05/03/16","Tuesday","00",60
4020332650,"05/03/16","Tuesday","01",60
4020332650,"05/03/16","Tuesday","02",61
4020332650,"05/03/16","Tuesday","03",61
4020332650,"05/03/16","Tuesday","04",46
4020332650,"05/03/16","Tuesday","23",34
4020332650,"05/04/16","Wednesday","00",67
4020332650,"05/04/16","Wednesday","01",124
4020332650,"05/04/16","Wednesday","02",60
4020332650,"05/04/16","Wednesday","03",60
4020332650,"05/04/16","Wednesday","04",71
4020332650,"05/04/16","Wednesday","05",64
4020332650,"05/04/16","Wednesday","06",60
4020332650,"05/04/16","Wednesday","07",61
4020332650,"05/04/16","Wednesday","08",24
4020332650,"05/05/16","Thursday","00",33
4020332650,"05/05/16","Thursday","01",71
4020332650,"05/05/16","Thursday","02",61
4020332650,"05/05/16","Thursday","03",61
4020332650,"05/05/16","Thursday","04",48
4020332650,"05/06/16","Friday","00",44
4020332650,"05/06/16","Friday","01",60
4020332650,"05/06/16","Friday","02",61
4020332650,"05/06/16","Friday","03",66
4020332650,"05/06/16","Friday","04",62
4020332650,"05/06/16","Friday","05",61
4020332650,"05/06/16","Friday","06",67
4020332650,"05/06/16","Friday","07",16
4020332650,"05/08/16","Sunday","00",40
4020332650,"05/08/16","Sunday","01",67
4020332650,"05/08/16","Sunday","02",88
4020332650,"05/08/16","Sunday","03",60
4020332650,"05/08/16","Sunday","04",60
4020332650,"05/08/16","Sunday","05",63
4020332650,"05/08/16","Sunday","06",60
4020332650,"05/08/16","Sunday","07",20
4020332650,"05/09/16","Monday","23",43
4020332650,"05/10/16","Tuesday","00",60
4020332650,"05/10/16","Tuesday","01",61
4020332650,"05/10/16","Tuesday","02",83
4020332650,"05/10/16","Tuesday","03",60
4020332650,"05/10/16","Tuesday","04",68
4020332650,"05/10/16","Tuesday","05",65
4020332650,"05/10/16","Tuesday","06",83
4020332650,"05/10/16","Tuesday","07",41
4319703577,"04/13/16","Wednesday","22",36
4319703577,"04/13/16","Wednesday","23",60
4319703577,"04/14/16","Thursday","00",61
4319703577,"04/14/16","Thursday","01",60
4319703577,"04/14/16","Thursday","02",62
4319703577,"04/14/16","Thursday","03",60
4319703577,"04/14/16","Thursday","04",62
4319703577,"04/14/16","Thursday","05",66
4319703577,"04/14/16","Thursday","06",60
4319703577,"04/14/16","Thursday","07",53
4319703577,"04/14/16","Thursday","23",35
4319703577,"04/15/16","Friday","00",63
4319703577,"04/15/16","Friday","01",60
4319703577,"04/15/16","Friday","02",60
4319703577,"04/15/16","Friday","03",61
4319703577,"04/15/16","Friday","04",68
4319703577,"04/15/16","Friday","05",71
4319703577,"04/15/16","Friday","06",62
4319703577,"04/15/16","Friday","07",39
4319703577,"04/16/16","Saturday","00",54
4319703577,"04/16/16","Saturday","01",60
4319703577,"04/16/16","Saturday","02",65
4319703577,"04/16/16","Saturday","03",61
4319703577,"04/16/16","Saturday","04",61
4319703577,"04/16/16","Saturday","05",60
4319703577,"04/16/16","Saturday","06",62
4319703577,"04/16/16","Saturday","07",61
4319703577,"04/16/16","Saturday","08",55
4319703577,"04/17/16","Sunday","22",30
4319703577,"04/17/16","Sunday","23",70
4319703577,"04/18/16","Monday","00",61
4319703577,"04/18/16","Monday","01",60
4319703577,"04/18/16","Monday","02",61
4319703577,"04/18/16","Monday","03",60
4319703577,"04/18/16","Monday","04",67
4319703577,"04/18/16","Monday","05",65
4319703577,"04/18/16","Monday","06",61
4319703577,"04/18/16","Monday","07",61
4319703577,"04/18/16","Monday","22",27
4319703577,"04/18/16","Monday","23",67
4319703577,"04/19/16","Tuesday","00",65
4319703577,"04/19/16","Tuesday","01",65
4319703577,"04/19/16","Tuesday","02",60
4319703577,"04/19/16","Tuesday","03",57
4319703577,"04/19/16","Tuesday","04",66
4319703577,"04/19/16","Tuesday","05",60
4319703577,"04/19/16","Tuesday","06",60
4319703577,"04/19/16","Tuesday","07",16
4319703577,"04/19/16","Tuesday","22",60
4319703577,"04/19/16","Tuesday","23",60
4319703577,"04/20/16","Wednesday","00",60
4319703577,"04/20/16","Wednesday","01",60
4319703577,"04/20/16","Wednesday","02",64
4319703577,"04/20/16","Wednesday","03",60
4319703577,"04/20/16","Wednesday","04",61
4319703577,"04/20/16","Wednesday","05",60
4319703577,"04/20/16","Wednesday","06",63
4319703577,"04/20/16","Wednesday","07",25
4319703577,"04/21/16","Thursday","16",33
4319703577,"04/21/16","Thursday","17",40
4319703577,"04/21/16","Thursday","22",19
4319703577,"04/21/16","Thursday","23",64
4319703577,"04/22/16","Friday","00",61
4319703577,"04/22/16","Friday","01",60
4319703577,"04/22/16","Friday","02",60
4319703577,"04/22/16","Friday","03",60
4319703577,"04/22/16","Friday","04",64
4319703577,"04/22/16","Friday","05",62
4319703577,"04/22/16","Friday","06",60
4319703577,"04/22/16","Friday","07",58
4319703577,"04/22/16","Friday","22",1
4319703577,"04/22/16","Friday","23",69
4319703577,"04/23/16","Saturday","00",61
4319703577,"04/23/16","Saturday","01",60
4319703577,"04/23/16","Saturday","02",60
4319703577,"04/23/16","Saturday","03",60
4319703577,"04/23/16","Saturday","04",62
4319703577,"04/23/16","Saturday","05",62
4319703577,"04/23/16","Saturday","06",69
4319703577,"04/23/16","Saturday","07",63
4319703577,"04/23/16","Saturday","08",61
4319703577,"04/23/16","Saturday","09",60
4319703577,"04/23/16","Saturday","10",66
4319703577,"04/23/16","Saturday","11",2
4319703577,"04/24/16","Sunday","00",51
4319703577,"04/24/16","Sunday","01",64
4319703577,"04/24/16","Sunday","02",60
4319703577,"04/24/16","Sunday","03",66
4319703577,"04/24/16","Sunday","04",70
4319703577,"04/24/16","Sunday","05",61
4319703577,"04/24/16","Sunday","06",68
4319703577,"04/24/16","Sunday","07",60
4319703577,"04/24/16","Sunday","08",40
4319703577,"04/24/16","Sunday","23",51
4319703577,"04/25/16","Monday","00",60
4319703577,"04/25/16","Monday","01",60
4319703577,"04/25/16","Monday","02",62
4319703577,"04/25/16","Monday","03",60
4319703577,"04/25/16","Monday","04",73
4319703577,"04/25/16","Monday","05",60
4319703577,"04/25/16","Monday","06",62
4319703577,"04/25/16","Monday","07",37
4319703577,"04/25/16","Monday","23",46
4319703577,"04/26/16","Tuesday","00",60
4319703577,"04/26/16","Tuesday","01",60
4319703577,"04/26/16","Tuesday","02",60
4319703577,"04/26/16","Tuesday","03",60
4319703577,"04/26/16","Tuesday","04",60
4319703577,"04/26/16","Tuesday","05",60
4319703577,"04/26/16","Tuesday","06",64
4319703577,"04/26/16","Tuesday","07",58
4319703577,"04/27/16","Wednesday","02",40
4319703577,"04/27/16","Wednesday","03",64
4319703577,"04/27/16","Wednesday","04",63
4319703577,"04/27/16","Wednesday","05",64
4319703577,"04/27/16","Wednesday","06",60
4319703577,"04/27/16","Wednesday","07",37
4319703577,"04/27/16","Wednesday","22",44
4319703577,"04/27/16","Wednesday","23",61
4319703577,"04/28/16","Thursday","00",60
4319703577,"04/28/16","Thursday","01",62
4319703577,"04/28/16","Thursday","02",60
4319703577,"04/28/16","Thursday","03",60
4319703577,"04/28/16","Thursday","04",86
4319703577,"04/28/16","Thursday","05",60
4319703577,"04/28/16","Thursday","06",60
4319703577,"04/28/16","Thursday","07",2
4319703577,"04/28/16","Thursday","22",26
4319703577,"04/28/16","Thursday","23",64
4319703577,"04/29/16","Friday","00",77
4319703577,"04/29/16","Friday","01",62
4319703577,"04/29/16","Friday","02",60
4319703577,"04/29/16","Friday","03",61
4319703577,"04/29/16","Friday","04",62
4319703577,"04/29/16","Friday","05",61
4319703577,"04/29/16","Friday","06",60
4319703577,"04/29/16","Friday","07",40
4319703577,"04/29/16","Friday","23",51
4319703577,"04/30/16","Saturday","00",61
4319703577,"04/30/16","Saturday","01",60
4319703577,"04/30/16","Saturday","02",63
4319703577,"04/30/16","Saturday","03",67
4319703577,"04/30/16","Saturday","04",65
4319703577,"04/30/16","Saturday","05",60
4319703577,"04/30/16","Saturday","06",61
4319703577,"04/30/16","Saturday","07",58
4319703577,"04/30/16","Saturday","23",42
4319703577,"05/01/16","Sunday","00",60
4319703577,"05/01/16","Sunday","01",60
4319703577,"05/01/16","Sunday","02",60
4319703577,"05/01/16","Sunday","03",62
4319703577,"05/01/16","Sunday","04",60
4319703577,"05/01/16","Sunday","05",61
4319703577,"05/01/16","Sunday","06",61
4319703577,"05/01/16","Sunday","07",53
4319703577,"05/01/16","Sunday","22",12
4319703577,"05/01/16","Sunday","23",60
4319703577,"05/02/16","Monday","00",61
4319703577,"05/02/16","Monday","01",64
4319703577,"05/02/16","Monday","02",61
4319703577,"05/02/16","Monday","03",60
4319703577,"05/02/16","Monday","04",77
4319703577,"05/02/16","Monday","05",63
4319703577,"05/02/16","Monday","06",61
4319703577,"05/02/16","Monday","07",18
4319703577,"05/02/16","Monday","22",2
4319703577,"05/02/16","Monday","23",68
4319703577,"05/03/16","Tuesday","00",60
4319703577,"05/03/16","Tuesday","01",68
4319703577,"05/03/16","Tuesday","02",62
4319703577,"05/03/16","Tuesday","03",60
4319703577,"05/03/16","Tuesday","04",62
4319703577,"05/03/16","Tuesday","05",62
4319703577,"05/03/16","Tuesday","06",77
4319703577,"05/03/16","Tuesday","07",30
4319703577,"05/05/16","Thursday","22",51
4319703577,"05/05/16","Thursday","23",60
4319703577,"05/06/16","Friday","00",71
4319703577,"05/06/16","Friday","01",61
4319703577,"05/06/16","Friday","02",63
4319703577,"05/06/16","Friday","03",64
4319703577,"05/06/16","Friday","04",66
4319703577,"05/06/16","Friday","05",60
4319703577,"05/06/16","Friday","06",42
4319703577,"05/06/16","Friday","23",27
4319703577,"05/07/16","Saturday","00",60
4319703577,"05/07/16","Saturday","01",65
4319703577,"05/07/16","Saturday","02",60
4319703577,"05/07/16","Saturday","03",62
4319703577,"05/07/16","Saturday","04",61
4319703577,"05/07/16","Saturday","05",62
4319703577,"05/07/16","Saturday","06",63
4319703577,"05/07/16","Saturday","07",61
4319703577,"05/07/16","Saturday","08",35
4319703577,"05/07/16","Saturday","23",46
4319703577,"05/08/16","Sunday","00",63
4319703577,"05/08/16","Sunday","01",62
4319703577,"05/08/16","Sunday","02",60
4319703577,"05/08/16","Sunday","03",60
4319703577,"05/08/16","Sunday","04",61
4319703577,"05/08/16","Sunday","05",63
4319703577,"05/08/16","Sunday","06",60
4319703577,"05/08/16","Sunday","07",63
4319703577,"05/08/16","Sunday","08",60
4319703577,"05/08/16","Sunday","09",73
4319703577,"05/08/16","Sunday","10",5
4319703577,"05/08/16","Sunday","22",22
4319703577,"05/08/16","Sunday","23",63
4319703577,"05/09/16","Monday","00",65
4319703577,"05/09/16","Monday","01",68
4319703577,"05/09/16","Monday","02",61
4319703577,"05/09/16","Monday","03",64
4319703577,"05/09/16","Monday","04",63
4319703577,"05/09/16","Monday","05",61
4319703577,"05/09/16","Monday","06",64
4319703577,"05/09/16","Monday","07",60
4319703577,"05/09/16","Monday","08",6
4319703577,"05/09/16","Monday","22",14
4319703577,"05/09/16","Monday","23",70
4319703577,"05/10/16","Tuesday","00",62
4319703577,"05/10/16","Tuesday","01",60
4319703577,"05/10/16","Tuesday","02",67
4319703577,"05/10/16","Tuesday","03",63
4319703577,"05/10/16","Tuesday","04",60
4319703577,"05/10/16","Tuesday","05",64
4319703577,"05/10/16","Tuesday","06",66
4319703577,"05/10/16","Tuesday","07",24
4319703577,"05/10/16","Tuesday","22",43
4319703577,"05/10/16","Tuesday","23",60
4319703577,"05/11/16","Wednesday","00",65
4319703577,"05/11/16","Wednesday","01",62
4319703577,"05/11/16","Wednesday","02",61
4319703577,"05/11/16","Wednesday","03",62
4319703577,"05/11/16","Wednesday","04",65
4319703577,"05/11/16","Wednesday","05",60
4319703577,"05/11/16","Wednesday","06",67
4319703577,"05/11/16","Wednesday","07",42
4319703577,"05/11/16","Wednesday","22",14
4319703577,"05/11/16","Wednesday","23",60
4319703577,"05/12/16","Thursday","00",60
4319703577,"05/12/16","Thursday","01",70
4319703577,"05/12/16","Thursday","02",62
4319703577,"05/12/16","Thursday","03",62
4319703577,"05/12/16","Thursday","04",13
4388161847,"04/14/16","Thursday","20",69
4388161847,"04/14/16","Thursday","21",71
4388161847,"04/14/16","Thursday","22",63
4388161847,"04/14/16","Thursday","23",60
4388161847,"04/15/16","Friday","00",61
4388161847,"04/15/16","Friday","01",60
4388161847,"04/15/16","Friday","02",60
4388161847,"04/15/16","Friday","03",64
4388161847,"04/15/16","Friday","04",55
4388161847,"04/15/16","Friday","23",12
4388161847,"04/16/16","Saturday","00",62
4388161847,"04/16/16","Saturday","01",60
4388161847,"04/16/16","Saturday","02",65
4388161847,"04/16/16","Saturday","03",61
4388161847,"04/16/16","Saturday","04",65
4388161847,"04/16/16","Saturday","05",61
4388161847,"04/16/16","Saturday","06",19
4388161847,"04/16/16","Saturday","15",32
4388161847,"04/16/16","Saturday","16",36
4388161847,"04/16/16","Saturday","21",6
4388161847,"04/16/16","Saturday","22",62
4388161847,"04/16/16","Saturday","23",60
4388161847,"04/17/16","Sunday","00",61
4388161847,"04/17/16","Sunday","01",61
4388161847,"04/17/16","Sunday","02",63
4388161847,"04/17/16","Sunday","03",62
4388161847,"04/17/16","Sunday","04",65
4388161847,"04/17/16","Sunday","05",64
4388161847,"04/17/16","Sunday","06",21
4388161847,"04/17/16","Sunday","13",38
4388161847,"04/17/16","Sunday","14",62
4388161847,"04/17/16","Sunday","15",40
4388161847,"04/18/16","Monday","20",1
4388161847,"04/18/16","Monday","21",65
4388161847,"04/18/16","Monday","22",47
4388161847,"04/18/16","Monday","23",51
4388161847,"04/19/16","Tuesday","00",60
4388161847,"04/19/16","Tuesday","01",62
4388161847,"04/19/16","Tuesday","02",60
4388161847,"04/19/16","Tuesday","03",60
4388161847,"04/19/16","Tuesday","04",54
4388161847,"04/19/16","Tuesday","21",48
4388161847,"04/19/16","Tuesday","22",68
4388161847,"04/19/16","Tuesday","23",61
4388161847,"04/20/16","Wednesday","00",61
4388161847,"04/20/16","Wednesday","01",68
4388161847,"04/20/16","Wednesday","02",63
4388161847,"04/20/16","Wednesday","03",60
4388161847,"04/20/16","Wednesday","04",56
4388161847,"04/20/16","Wednesday","21",47
4388161847,"04/20/16","Wednesday","22",65
4388161847,"04/20/16","Wednesday","23",60
4388161847,"04/21/16","Thursday","00",60
4388161847,"04/21/16","Thursday","01",62
4388161847,"04/21/16","Thursday","02",64
4388161847,"04/21/16","Thursday","03",60
4388161847,"04/21/16","Thursday","04",56
4388161847,"04/22/16","Friday","15",9
4388161847,"04/22/16","Friday","16",61
4388161847,"04/22/16","Friday","17",19
4388161847,"04/22/16","Friday","22",34
4388161847,"04/22/16","Friday","23",62
4388161847,"04/23/16","Saturday","00",64
4388161847,"04/23/16","Saturday","01",60
4388161847,"04/23/16","Saturday","02",61
4388161847,"04/23/16","Saturday","03",64
4388161847,"04/23/16","Saturday","04",60
4388161847,"04/23/16","Saturday","05",61
4388161847,"04/23/16","Saturday","06",61
4388161847,"04/24/16","Sunday","00",43
4388161847,"04/24/16","Sunday","01",64
4388161847,"04/24/16","Sunday","02",70
4388161847,"04/24/16","Sunday","03",63
4388161847,"04/24/16","Sunday","04",60
4388161847,"04/24/16","Sunday","05",68
4388161847,"04/24/16","Sunday","06",14
4388161847,"04/24/16","Sunday","08",34
4388161847,"04/24/16","Sunday","09",60
4388161847,"04/24/16","Sunday","10",40
4388161847,"04/24/16","Sunday","16",69
4388161847,"04/24/16","Sunday","17",60
4388161847,"04/25/16","Monday","23",53
4388161847,"04/26/16","Tuesday","00",63
4388161847,"04/26/16","Tuesday","01",62
4388161847,"04/26/16","Tuesday","02",62
4388161847,"04/26/16","Tuesday","03",65
4388161847,"04/26/16","Tuesday","04",63
4388161847,"04/26/16","Tuesday","05",5
4388161847,"04/26/16","Tuesday","20",33
4388161847,"04/26/16","Tuesday","21",65
4388161847,"04/26/16","Tuesday","22",65
4388161847,"04/26/16","Tuesday","23",65
4388161847,"04/27/16","Wednesday","00",63
