"Calories","TotalSteps","TotalDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed","TimeTakenToSleep"
3162,12375,9.52000045776367,0,2.78999996185303,0.930000007152557,5.80000019073486,0,35,21,251,632,1,390,414,24
2899,9603,7.38000011444092,0,0.629999995231628,1.66999995708466,5.09000015258789,0,12,39,199,896,1,471,495,24
2899,9603,7.38000011444092,0,0.629999995231628,1.66999995708466,5.09000015258789,0,12,39,199,896,1,471,495,24
4022,22770,17.5400009155273,0,9.44999980926514,2.76999998092651,5.32999992370605,0,120,56,260,508,1,472,496,24
3934,17298,14.3800001144409,0,9.89000034332275,1.25999999046326,3.23000001907349,0,107,38,178,576,2,529,541,12
3013,10218,7.8600001335144,0,0.340000003576279,0.730000019073486,6.78999996185303,0,6,19,258,1020,1,62,65,3
3061,10299,7.92000007629395,0,0.810000002384186,0.649999976158142,6.46000003814697,0,13,14,267,648,1,354,375,21
2954,10201,7.84000015258789,0,0.529999971389771,0.790000021457672,6.53000020980835,0,8,18,256,858,1,469,494,25
2113,3276,2.20000004768372,0,0,0,2.20000004768372,0,0,0,196,787,2,429,457,28
2095,2961,1.99000000953674,0,0,0,1.99000000953674,0,0,0,194,840,2,370,406,36
2194,3974,2.67000007629395,0,0,0,2.67000007629395,0,0,0,231,717,1,441,492,51
2496,7198,4.82999992370605,0,0,0,4.82999992370605,0,0,0,350,711,2,337,379,42
2180,3945,2.65000009536743,0,0,0,2.65000009536743,0,0,0,225,716,1,462,499,37
1933,2268,1.51999998092651,0,0,0,1.51999998092651,0,0,0,114,1219,1,98,107,9
1954,2064,1.38999998569489,0,0,0,1.38999998569489,0,0,0,121,895,2,388,424,36
1974,2072,1.38999998569489,0,0,0,1.38999998569489,0,0,0,137,841,1,439,462,23
2150,3809,2.55999994277954,0,0,0,2.53999996185303,0,0,0,215,756,1,436,469,33
2432,6831,4.57999992370605,0,0,0,4.57999992370605,0,0,0,317,706,1,388,417,29
2070,3385,2.26999998092651,0,0,0,2.26999998092651,0,0,0,179,916,1,328,345,17
2291,6326,4.40999984741211,0,2.41000008583069,0.0399999991059303,1.96000003814697,0,29,1,180,839,2,353,391,38
2361,7243,5.03000020980835,0,2.61999988555908,0.0299999993294477,2.38000011444092,0,32,1,194,839,1,332,374,42
2203,4493,3.00999999046326,0,0,0,3.00999999046326,0,0,0,236,762,1,419,442,23
2196,4676,3.14000010490417,0,0,0,3.13000011444092,0,0,0,226,1106,1,106,108,2
2363,6222,4.17999982833862,0,0,0,4.17999982833862,0,0,0,290,797,1,322,353,31
2246,5232,3.50999999046326,0,0,0,3.50999999046326,0,0,0,240,741,2,439,459,20
2336,6910,4.75,0,2.21000003814697,0.189999997615814,2.34999990463257,0,27,4,200,667,1,502,542,40
2421,7502,5.17999982833862,0,2.48000001907349,0.109999999403954,2.57999992370605,0,30,2,233,725,2,417,450,33
2070,2923,1.96000003814697,0,0,0,1.96000003814697,0,0,0,180,897,2,337,363,26
2120,3800,2.54999995231628,0,0.119999997317791,0.239999994635582,2.1800000667572,0,2,6,185,734,2,462,513,51
2211,4514,3.02999997138977,0,0,0,3.02999997138977,0,0,0,229,809,2,374,402,28
2123,5183,3.58999991416931,0,2.13000011444092,0.189999997615814,1.25,0,26,4,108,866,2,401,436,35
2423,7303,4.90000009536743,0,0,0.25,4.65000009536743,0,0,8,308,733,1,361,391,30
2281,5275,3.53999996185303,0,0,0,3.53999996185303,0,0,0,266,641,1,457,533,76
2181,3915,2.63000011444092,0,0,0,2.63000011444092,0,0,0,231,783,1,405,426,21
2499,9105,6.1100001335144,0,2.25,1,2.85999989509583,0,34,22,232,622,1,499,530,31
1212,768,0.519999980926514,0,0,0,0.519999980926514,0,0,0,58,380,1,483,501,18
2486,13743,9.07999992370605,0,0.419999986886978,0.970000028610229,7.69999980926514,0,6,21,432,844,1,126,137,11
2223,9148,6.05000019073486,0,0.430000007152557,2.02999997138977,3.58999991416931,0,12,41,283,1062,1,103,121,18
1918,7833,5.17999982833862,0,1.01999998092651,1.85000002384186,2.30999994277954,0,15,29,197,1096,1,171,179,8
1692,3428,2.26999998092651,0,0,0,2.26999998092651,0,0,0,190,1121,1,115,129,14
2666,6543,4.32999992370605,0,1.79999995231628,0.5,2.01999998092651,0,66,35,238,1019,1,123,134,11
2947,7213,5.88000011444092,0,0,0,5.84999990463257,0,0,0,263,718,1,425,439,14
2898,6877,5.57999992370605,0,0,0,5.57999992370605,0,0,0,258,777,2,400,430,30
2984,7860,6.36999988555908,0,0,0,6.36999988555908,0,0,0,271,772,1,384,415,31
2896,6506,5.28000020980835,0,0.0700000002980232,0.419999986886978,4.78999996185303,0,1,8,256,944,1,253,257,4
3328,11140,9.02999973297119,0,0.239999994635582,1.25,7.53999996185303,0,3,24,335,556,2,382,406,24
3394,12692,10.289999961853,0,0.959999978542328,3.46000003814697,5.88000011444092,0,12,66,302,437,1,591,612,21
3013,9105,7.38000011444092,0,1.82000005245209,1.49000000953674,4.07000017166138,0,22,30,191,890,1,293,312,19
2812,6708,5.44000005722046,0,0.879999995231628,0.370000004768372,4.19000005722046,0,10,8,179,757,1,457,487,30
3061,8793,7.13000011444092,0,0.159999996423721,1.23000001907349,5.73000001907349,0,2,29,260,717,1,454,468,14
2729,6530,5.30000019073486,0,0.310000002384186,2.04999995231628,2.94000005722046,0,4,41,144,901,1,425,434,9
3691,15126,12.2700004577637,0,0.759999990463257,3.24000000953674,8.27000045776367,0,9,66,408,469,1,465,475,10
3538,15050,12.2200002670288,0,1.20000004768372,5.11999988555908,5.88000011444092,0,15,95,281,542,1,480,506,26
3064,9167,7.42999982833862,0,0.490000009536743,0.819999992847443,6.1100001335144,0,6,15,270,730,1,370,380,10
2784,6108,4.94999980926514,0,0.0700000002980232,0.349999994039536,4.53999996185303,0,1,8,216,765,1,421,429,8
2908,7047,5.71999979019165,0,0.0900000035762787,0.800000011920929,4.78000020980835,0,1,16,238,733,1,432,449,17
3033,9023,7.32000017166138,0,1.12999999523163,0.419999986886978,5.76999998092651,0,14,9,232,738,1,442,461,19
3165,9930,8.05000019073486,0,1.05999994277954,0.920000016689301,6.07000017166138,0,12,19,267,692,1,433,447,14
3115,10144,8.22999954223633,0,0.319999992847443,2.02999997138977,5.88000011444092,0,4,36,263,728,1,479,501,22
3145,9454,7.67000007629395,0,0,0,7.67000007629395,0,0,0,313,729,1,327,373,46
3004,8161,6.61999988555908,0,0.340000003576279,0.730000019073486,5.53999996185303,0,4,15,251,757,1,412,434,22
3006,8614,6.98999977111816,0,0.670000016689301,0.219999998807907,6.09000015258789,0,8,5,241,745,1,414,428,14
2859,6943,5.63000011444092,0,0.0799999982118607,0.660000026226044,4.86999988555908,0,1,16,207,682,1,404,449,45
3683,14370,11.6499996185303,0,0.370000004768372,2.30999994277954,8.97000026702881,0,5,46,439,577,1,520,543,23
3683,14370,11.6499996185303,0,0.370000004768372,2.30999994277954,8.97000026702881,0,5,46,439,577,1,520,543,23
2990,8232,6.67999982833862,0,0,0.569999992847443,6.09999990463257,0,0,12,253,746,1,435,458,23
3172,10613,8.60999965667725,0,0.0799999982118607,1.87999999523163,6.65000009536743,0,1,37,262,701,1,416,431,15
3069,9810,7.96000003814697,0,0.779999971389771,2.16000008583069,4.98000001907349,0,10,41,235,784,1,354,366,12
1240,2752,2.23000001907349,0,0,0,2.23000001907349,0,0,0,68,241,1,404,442,38
2026,11596,7.57000017166138,0,1.37000000476837,0.790000021457672,5.40999984741211,0,19,13,277,767,1,441,464,23
1718,4832,3.16000008583069,0,0,0,3.16000008583069,0,0,0,226,647,2,455,488,33
2324,17022,11.1199998855591,0,4,2.45000004768372,4.67000007629395,0,61,41,256,693,1,357,418,61
2254,16556,10.8599996566772,0,4.15999984741211,1.98000001907349,4.71000003814697,0,58,38,239,689,1,377,409,32
1831,5771,3.76999998092651,0,0,0,3.76999998092651,0,0,0,288,521,2,651,686,35
1397,655,0.430000007152557,0,0,0,0.430000007152557,0,0,0,46,943,1,350,402,52
1683,3727,2.4300000667572,0,0,0,2.4300000667572,0,0,0,206,622,2,520,541,21
2284,15482,10.1099996566772,0,4.28000020980835,1.6599999666214,4.17999982833862,0,69,28,249,756,1,357,410,53
1570,2713,1.76999998092651,0,0,0,1.76999998092651,0,0,0,148,598,1,658,678,20
2066,12346,8.0600004196167,0,2.95000004768372,2.16000008583069,2.96000003814697,0,47,42,177,801,1,399,431,32
2105,11682,7.63000011444092,0,1.37999999523163,0.629999995231628,5.59999990463257,0,25,16,270,781,1,322,353,31
1776,4112,2.69000005722046,0,0,0,2.6800000667572,0,0,0,272,443,2,631,725,94
1507,1807,1.17999994754791,0,0,0,1.17999994754791,0,0,0,104,582,2,553,640,87
2033,10946,7.19000005722046,0,2.9300000667572,0.569999992847443,3.69000005722046,0,51,11,201,732,1,433,468,35
2093,11886,7.76000022888184,0,2.36999988555908,0.930000007152557,4.46000003814697,0,40,18,238,750,1,412,453,41
1922,10538,6.88000011444092,0,1.13999998569489,1,4.73999977111816,0,16,16,206,745,1,347,391,44
1999,11393,7.63000011444092,0,3.71000003814697,0.75,3.17000007629395,0,49,13,165,727,1,421,457,36
2169,12764,8.32999992370605,0,2.78999996185303,0.639999985694885,4.90999984741211,0,46,15,270,709,1,450,495,45
1463,1202,0.779999971389771,0,0,0,0.779999971389771,0,0,0,84,506,2,775,843,68
1747,5164,3.36999988555908,0,0,0,3.36999988555908,0,0,0,237,436,2,622,686,64
